Rk,Player,Nation,Pos,Squad,Comp,Age,Born,90s,Tkl,TklW,Def 3rd,Mid 3rd,Att 3rd,Tkl,Att,Tkl%,Past,Blocks,Sh,Pass,Int,Tkl+Int,Clr,Err,Matches,-9999
2583,Denis Suárez,es ESP,MF,Celta Vigo,es La Liga,27,1994,31.3,61,29,20,33,8,25,82,30.5,57,32,4,28,16,77,11,0,Matches,12c50af5
2584,Luis Suárez,uy URU,FW,Atlético Madrid,es La Liga,34,1987,20.4,8,5,2,4,2,2,10,20.0,8,8,1,7,1,9,14,0,Matches,a6154613
2585,Mario Suárez,es ESP,DF,Rayo Vallecano,es La Liga,34,1987,7.9,9,4,7,2,0,3,9,33.3,6,6,4,2,7,16,37,1,Matches,7106f0a0
2586,Isaac Success,ng NGA,FWMF,Udinese,it Serie A,25,1996,10.1,5,2,0,3,2,1,5,20.0,4,2,0,2,2,7,6,0,Matches,f573a8bf
2587,Niklas Süle,de GER,DF,Bayern Munich,de Bundesliga,25,1995,20.4,29,23,21,7,1,18,24,75.0,6,16,12,4,28,57,49,0,Matches,e33c06cf
2588,Kamaldeen Sulemana,gh GHA,MFFW,Rennes,fr Ligue 1,19,2002,11.3,23,12,7,9,7,10,17,58.8,7,10,1,9,4,27,5,0,Matches,a62f8bf1
2589,Crysencio Summerville,nl NED,MF,Leeds United,eng Premier League,19,2001,1.4,5,3,1,1,3,2,3,66.7,1,2,0,2,2,7,0,0,Matches,df04eb4b
2590,Vladyslav Supriaha,ua UKR,FW,Sampdoria,it Serie A,21,2000,0.2,0,0,0,0,0,0,1,0.0,1,0,0,0,0,0,0,0,Matches,73affbb6
2591,Suso,es ESP,FWMF,Sevilla,es La Liga,27,1993,4.3,4,3,1,3,0,3,13,23.1,10,4,0,4,0,4,0,0,Matches,4e219ad2
2592,Bosko Sutalo,hr CRO,DF,Hellas Verona,it Serie A,21,2000,10.2,20,13,11,6,3,8,16,50.0,8,10,5,5,17,37,39,0,Matches,1d0bb7e4
2593,Mattias Svanberg,se SWE,MF,Bologna,it Serie A,22,1999,28.5,39,15,15,16,8,16,54,29.6,38,31,9,22,28,67,34,0,Matches,92d83c27
2594,Michael Svoboda,at AUT,DF,Venezia,it Serie A,22,1998,13.7,33,17,26,6,1,18,32,56.3,14,27,15,12,10,43,61,5,Matches,8abd174d
2595,Abdoulaye Sylla,gn GUI,DF,Nantes,fr Ligue 1,21,2000,1.7,4,4,2,1,1,2,4,50.0,2,5,3,2,1,5,3,0,Matches,2aeb43f1
2596,Mamadou Sylla,sn SEN,FWMF,Alavés,es La Liga,27,1994,4.4,2,2,0,1,1,0,1,0.0,1,0,0,0,1,3,5,0,Matches,e5ec95f8
2597,Mamadou Sylla,sn SEN,MFFW,Rayo Vallecano,es La Liga,27,1994,2.8,1,1,1,0,0,0,1,0.0,1,2,0,2,4,5,3,0,Matches,e5ec95f8
2598,Ádám Szalai,hu HUN,FW,Mainz 05,de Bundesliga,33,1987,2.9,3,2,0,2,1,0,2,0.0,2,2,0,2,0,3,0,0,Matches,53e07d0b
2599,Wojciech Szczęsny,pl POL,GK,Juventus,it Serie A,31,1990,33.0,1,1,1,0,0,1,2,50.0,1,0,0,0,0,1,8,1,Matches,01b8a2b2
2600,Dominik Szoboszlai,hu HUN,MF,RB Leipzig,de Bundesliga,20,2000,17.1,17,12,5,9,3,8,27,29.6,19,30,3,27,10,27,15,0,Matches,934e1968
2601,Jakob Sørensen,dk DEN,MFDF,Norwich City,eng Premier League,23,1998,6.7,22,11,6,14,2,10,20,50.0,10,7,3,4,10,32,19,0,Matches,953c30b0
2602,Alexander Sørloth,no NOR,FW,Real Sociedad,es La Liga,25,1995,19.6,20,7,4,10,6,7,17,41.2,10,14,1,13,4,24,15,0,Matches,e92cd3f7
2603,Tachi,es ESP,DF,Alavés,es La Liga,23,1997,2.7,6,3,3,3,0,5,7,71.4,2,4,3,1,1,7,9,0,Matches,8b625720
2604,Jonathan Tah,de GER,DF,Leverkusen,de Bundesliga,25,1996,32.0,25,18,19,5,1,17,34,50.0,17,31,20,11,43,68,156,0,Matches,bd142efb
2605,Waniss Taibi,fr FRA,MFFW,Angers,fr Ligue 1,19,2002,1.5,8,7,4,4,0,2,4,50.0,2,0,0,0,1,9,1,0,Matches,95192fe4
2606,Flavien Tait,fr FRA,MF,Rennes,fr Ligue 1,28,1993,23.6,28,19,13,9,6,13,40,32.5,27,15,4,11,19,47,13,1,Matches,a0f9b535
2607,Adrien Tameze,cm CMR,MFDF,Hellas Verona,it Serie A,27,1994,28.6,52,29,24,21,7,20,59,33.9,39,40,5,35,52,104,41,0,Matches,8da74c05
2608,Japhet Tanganga,eng ENG,DF,Tottenham,eng Premier League,22,1999,8.2,14,8,7,6,1,9,19,47.4,10,13,5,8,9,23,31,0,Matches,e9971f2d
2609,Renato Tapia,pe PER,MF,Celta Vigo,es La Liga,26,1995,15.7,50,31,15,31,4,20,50,40.0,30,21,5,16,28,78,43,0,Matches,34269bdf
2610,Edmond Tapsoba,bf BFA,DF,Leverkusen,de Bundesliga,22,1999,20.2,35,17,24,10,1,20,32,62.5,12,27,15,12,29,64,72,1,Matches,a73c8f95
2611,Florian Tardieu,fr FRA,MF,Troyes,fr Ligue 1,29,1992,29.2,58,25,31,21,6,31,71,43.7,40,31,9,22,42,100,38,0,Matches,ed39121c
2612,Matt Targett,eng ENG,DF,Aston Villa,eng Premier League,25,1995,15.9,34,18,28,5,1,24,45,53.3,21,16,9,7,23,57,35,0,Matches,e514ab62
2613,Matt Targett,eng ENG,DF,Newcastle Utd,eng Premier League,25,1995,16.0,41,26,26,14,1,24,37,64.9,13,15,4,11,25,66,39,1,Matches,e514ab62
2614,Oussama Targhalline,ma MAR,MFFW,Marseille,fr Ligue 1,19,2002,0.1,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,Matches,abd56820
2615,James Tarkowski,eng ENG,DF,Burnley,eng Premier League,28,1992,34.5,65,45,47,17,1,33,47,70.2,14,75,61,14,48,113,186,4,Matches,15ea812b
2616,Ciprian Tătărușanu,ro ROU,GK,Milan,it Serie A,35,1986,6.0,0,0,0,0,0,0,1,0.0,1,0,0,0,0,0,2,1,Matches,b056e3da
2617,Niklas Tauer,de GER,DFMF,Mainz 05,de Bundesliga,20,2001,5.4,16,9,9,7,0,9,14,64.3,5,6,2,4,9,25,14,0,Matches,27270af4
2618,Nuno Tavares,pt POR,DF,Arsenal,eng Premier League,21,2000,13.1,21,14,10,7,4,8,18,44.4,10,15,5,10,9,30,33,1,Matches,a65c844b
2619,Charlie Taylor,eng ENG,DF,Burnley,eng Premier League,27,1993,30.3,45,26,31,11,3,26,44,59.1,18,42,20,22,58,103,95,2,Matches,cc2d7ad5
2620,Loum Tchaouna,fr FRA,MFFW,Rennes,fr Ligue 1,17,2003,1.0,3,1,1,2,0,1,5,20.0,4,0,0,0,2,5,0,0,Matches,a3c8b4d3
2621,Warren Tchimbembé,cg CGO,MF,Metz,fr Ligue 1,23,1998,2.3,1,1,0,1,0,0,1,0.0,1,2,1,1,2,3,2,0,Matches,93b8f9f4
2622,Aurélien Tchouaméni,fr FRA,MF,Monaco,fr Ligue 1,21,2000,32.5,86,45,33,49,4,29,55,52.7,26,39,7,32,101,187,34,0,Matches,4f255115
2623,Mathys Tel,fr FRA,MFFW,Rennes,fr Ligue 1,16,2005,0.6,2,1,1,1,0,0,0,,0,0,0,0,1,3,2,0,Matches,829aa60c
2624,Jordan Tell,fr FRA,MFFW,Clermont Foot,fr Ligue 1,24,1997,3.2,5,5,0,3,2,1,4,25.0,3,3,0,3,0,5,1,0,Matches,4f093689
2625,Nathan Tella,eng ENG,MFFW,Southampton,eng Premier League,22,1999,8.9,13,9,5,7,1,6,18,33.3,12,13,0,13,6,19,9,0,Matches,f1e94cd6
2626,Alex Telles,br BRA,DF,Manchester Utd,eng Premier League,28,1992,18.4,48,27,35,9,4,27,43,62.8,16,17,4,13,26,74,45,0,Matches,e73c9bb2
2627,Cristian Tello,es ESP,MF,Betis,es La Liga,29,1991,9.1,17,11,6,7,4,13,31,41.9,18,9,0,9,10,27,6,0,Matches,72a99e38
2628,Nahuel Tenaglia,ar ARG,DF,Alavés,es La Liga,25,1996,11.9,42,27,30,9,3,24,37,64.9,13,10,2,8,26,68,42,0,Matches,66654daa
2629,Marc Tenas,es ESP,MFDF,Alavés,es La Liga,20,2001,0.6,1,1,1,0,0,1,1,100.0,0,1,0,1,0,1,0,1,Matches,1c5d79e2
2630,Marc-André ter Stegen,de GER,GK,Barcelona,es La Liga,29,1992,35.0,0,0,0,0,0,0,1,0.0,1,0,0,0,1,1,13,5,Matches,6f51e382
2631,Filippo Terracciano,it ITA,DF,Hellas Verona,it Serie A,18,2003,0.1,0,0,0,0,0,0,0,,0,0,0,0,0,0,1,0,Matches,5cbb5ad6
2632,Pietro Terracciano,it ITA,GK,Fiorentina,it Serie A,31,1990,31.8,0,0,0,0,0,0,4,0.0,4,0,0,0,2,2,20,1,Matches,e1b0a70d
2633,Martin Terrier,fr FRA,FWMF,Rennes,fr Ligue 1,24,1997,30.9,55,33,22,16,17,25,43,58.1,18,29,3,26,18,73,17,0,Matches,5148dcc5
2634,Aleksa Terzić,rs SRB,DF,Fiorentina,it Serie A,21,1999,3.0,8,5,3,3,2,4,7,57.1,3,7,0,7,4,12,5,0,Matches,3ef0a2d7
2635,Robert Tesche,de GER,MF,Bochum,de Bundesliga,34,1987,3.9,6,4,4,1,1,5,7,71.4,2,6,2,4,5,11,5,1,Matches,037130ca
2636,Tanner Tessmann,us USA,MF,Venezia,it Serie A,19,2001,7.6,11,5,4,6,1,5,14,35.7,9,19,9,10,5,16,22,0,Matches,ac277993
2637,Tetê,br BRA,FWMF,Lyon,fr Ligue 1,21,2000,6.5,10,5,4,5,1,3,13,23.1,10,4,0,4,3,13,1,0,Matches,7120a04d
2638,Cedric Teuchert,de GER,MFFW,Union Berlin,de Bundesliga,24,1997,1.2,3,2,3,0,0,2,6,33.3,4,1,0,1,0,3,0,0,Matches,f956479d
2639,Arthur Theate,be BEL,DF,Bologna,it Serie A,21,2000,26.9,33,19,26,3,4,14,31,45.2,17,29,16,13,43,76,69,0,Matches,df8d6029
2640,Jan Thielmann,de GER,MFFW,Köln,de Bundesliga,19,2002,13.2,24,16,6,12,6,8,23,34.8,15,23,2,21,10,34,11,0,Matches,fd53759d
2641,Sada Thioub,sn SEN,FW,Angers,fr Ligue 1,26,1995,0.0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,Matches,f4bc42b1
2642,Sada Thioub,sn SEN,DFMF,Saint-Étienne,fr Ligue 1,26,1995,10.6,13,8,5,8,0,6,14,42.9,8,9,0,9,10,23,8,0,Matches,f4bc42b1
2643,Luke Thomas,eng ENG,DF,Leicester City,eng Premier League,20,2001,21.2,50,31,33,13,4,28,65,43.1,37,35,14,21,40,90,55,0,Matches,fc027d02
2644,Romain Thomas,fr FRA,DF,Angers,fr Ligue 1,33,1988,28.5,49,37,28,21,0,30,57,52.6,27,35,19,16,44,93,126,0,Matches,275e2c51
2645,Adrien Thomasson,fr FRA,MF,Strasbourg,fr Ligue 1,27,1993,26.5,64,31,18,27,19,30,93,32.3,63,56,4,52,29,93,16,1,Matches,c76b7567
2646,Erik Thommy,de GER,MFFW,Stuttgart,de Bundesliga,26,1994,3.0,2,0,0,2,0,1,2,50.0,1,3,0,3,4,6,0,0,Matches,df8e7b62
2647,Dominic Thompson,eng ENG,DF,Brentford,eng Premier League,21,2000,1.6,1,0,1,0,0,0,1,0.0,1,2,2,0,2,3,3,0,Matches,235a62f8
2648,Morten Thorsby,no NOR,MF,Sampdoria,it Serie A,25,1996,32.7,46,26,15,23,8,28,56,50.0,28,37,12,25,25,71,39,0,Matches,d1b49282
2649,Thuler,br BRA,DF,Montpellier,fr Ligue 1,22,1999,9.5,21,12,17,4,0,8,15,53.3,7,9,7,2,9,30,30,0,Matches,db23d9fc
2650,Marcus Thuram,fr FRA,FWMF,M'Gladbach,de Bundesliga,23,1997,10.9,6,5,0,5,1,1,4,25.0,3,5,0,5,5,11,7,0,Matches,6f8cd6d0
2651,Khéphren Thuram-Ulie,fr FRA,MF,Nice,fr Ligue 1,20,2001,21.1,33,19,11,18,4,17,35,48.6,18,31,11,20,28,61,19,0,Matches,7d9397f8
2652,Alexis Tibidi,fr FRA,MFFW,Stuttgart,de Bundesliga,17,2003,4.3,7,3,1,3,3,3,4,75.0,1,4,0,4,3,10,2,0,Matches,ca6f4846
2653,Cheikh Tidiane Sabaly,sn SEN,FWMF,Metz,fr Ligue 1,22,1999,1.7,6,3,1,4,1,2,2,100.0,0,1,0,1,0,6,1,0,Matches,9ddf7fae
2654,Youri Tielemans,be BEL,MF,Leicester City,eng Premier League,24,1997,29.2,74,38,23,45,6,42,100,42.0,58,47,13,34,21,95,41,3,Matches,56f7a928
2655,Kieran Tierney,sct SCO,DF,Arsenal,eng Premier League,24,1997,21.3,18,14,11,7,0,10,11,90.9,1,23,5,18,15,33,54,0,Matches,fce2302c
2656,Steffen Tigges,de GER,FWMF,Dortmund,de Bundesliga,23,1998,1.2,4,3,1,2,1,2,3,66.7,1,3,1,2,0,4,3,0,Matches,6b8887c2
2657,Malik Tillman,us USA,MF,Bayern Munich,de Bundesliga,19,2002,1.2,2,1,0,1,1,0,1,0.0,1,5,1,4,2,4,1,0,Matches,a5420709
2658,Timothy Tillman,de GER,MF,Greuther Fürth,de Bundesliga,22,1999,22.3,43,26,17,18,8,19,42,45.2,23,33,4,29,12,55,26,0,Matches,a5bea1fb
2659,David Timor,es ESP,MF,Getafe,es La Liga,31,1989,3.8,1,1,1,0,0,0,3,0.0,3,3,2,1,1,2,4,1,Matches,174651c8
2660,Jean-Clair Todibo,fr FRA,DF,Nice,fr Ligue 1,21,1999,34.6,59,37,43,15,1,39,60,65.0,21,45,21,24,51,110,130,2,Matches,88f130ed
2661,Umut Tohumcu,de GER,MF,Hoffenheim,de Bundesliga,16,2004,0.1,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,Matches,e547d3cf
2662,Karl Toko Ekambi,cm CMR,MFFW,Lyon,fr Ligue 1,28,1992,25.5,13,7,4,6,3,4,21,19.0,17,26,0,26,20,33,5,0,Matches,5ceba7fc
2663,Corentin Tolisso,fr FRA,MF,Bayern Munich,de Bundesliga,26,1994,7.8,11,5,1,9,1,7,17,41.2,10,5,1,4,9,20,10,0,Matches,652d4c37
2664,Jeremy Toljan,de GER,DF,Sassuolo,it Serie A,26,1994,15.5,18,10,12,4,2,13,20,65.0,7,12,5,7,12,30,41,0,Matches,a96e5dc0
2665,Rafael Tolói,it ITA,DF,Atalanta,it Serie A,30,1990,16.0,38,15,12,15,11,24,39,61.5,15,23,11,12,26,64,35,0,Matches,c56dc39e
2666,Raúl de Tomás,es ESP,FW,Espanyol,es La Liga,26,1994,32.4,15,11,6,7,2,6,17,35.3,11,12,3,9,6,21,42,1,Matches,02ef8778
2667,Tiago Tomás,pt POR,FW,Stuttgart,de Bundesliga,19,2002,11.9,8,4,0,7,1,0,6,0.0,6,3,0,3,4,12,1,0,Matches,b492126a
2668,Takehiro Tomiyasu,jp JPN,DF,Arsenal,eng Premier League,22,1998,18.7,35,17,19,13,3,21,32,65.6,11,22,3,19,24,59,64,2,Matches,b3af9be1
2669,Takehiro Tomiyasu,jp JPN,DF,Bologna,it Serie A,22,1998,0.1,0,0,0,0,0,0,0,,0,1,0,1,1,1,0,0,Matches,b3af9be1
2670,James Tomkins,eng ENG,DF,Crystal Palace,eng Premier League,32,1989,6.1,8,3,6,2,0,6,8,75.0,2,8,8,0,4,12,18,0,Matches,e7ca0439
2671,Fikayo Tomori,eng ENG,DF,Milan,it Serie A,23,1997,30.2,73,44,36,34,3,18,26,69.2,8,37,23,14,45,118,84,1,Matches,7edfbb8a
2672,Sandro Tonali,it ITA,MF,Milan,it Serie A,21,2000,28.9,54,37,23,25,6,21,41,51.2,20,26,8,18,34,88,19,0,Matches,0db169ae
2673,Lorenzo Tonelli,it ITA,DF,Empoli,it Serie A,31,1990,9.7,17,9,11,4,2,6,13,46.2,7,14,8,6,19,36,28,2,Matches,8cc29864
2674,Ivan Toney,eng ENG,FW,Brentford,eng Premier League,25,1996,32.3,33,21,5,20,8,12,38,31.6,26,16,2,14,14,47,44,1,Matches,e09f279b
2675,Ernesto Torregrossa,it ITA,FW,Sampdoria,it Serie A,29,1992,1.3,2,1,1,0,1,1,2,50.0,1,0,0,0,0,2,1,0,Matches,bf39bdec
2676,Lucas Torreira,uy URU,MF,Fiorentina,it Serie A,25,1996,24.4,37,29,13,21,3,18,40,45.0,22,18,1,17,26,63,18,0,Matches,52611641
2677,Raúl Torrente,es ESP,DF,Granada,es La Liga,19,2001,14.2,31,21,18,11,2,16,29,55.2,13,14,9,5,12,43,69,0,Matches,4d753a3f
2678,Ferrán Torres,es ESP,FW,Manchester City,eng Premier League,21,2000,3.4,2,2,0,1,1,0,3,0.0,3,2,0,2,0,2,1,0,Matches,9e1035f8
2679,Ferrán Torres,es ESP,FW,Barcelona,es La Liga,21,2000,15.7,10,5,3,4,3,3,7,42.9,4,12,3,9,6,16,7,0,Matches,9e1035f8
2680,Óliver Torres,es ESP,MFFW,Sevilla,es La Liga,26,1994,11.2,22,12,8,7,7,8,25,32.0,17,10,1,9,6,28,4,0,Matches,58a9a4d9
2681,Pau Torres,es ESP,DF,Villarreal,es La Liga,24,1997,31.7,32,19,23,7,2,18,25,72.0,7,32,23,9,19,51,105,2,Matches,532e1e4f
2682,Roberto Torres,es ESP,MFFW,Osasuna,es La Liga,32,1989,9.0,7,4,3,1,3,3,15,20.0,12,8,0,8,8,15,4,0,Matches,d733aa38
2683,Lucas Torró,es ESP,MF,Osasuna,es La Liga,27,1994,30.3,71,40,25,38,8,29,57,50.9,28,32,11,21,47,118,55,0,Matches,0e4fef6e
2684,Jordan Torunarigha,de GER,DF,Hertha BSC,de Bundesliga,23,1997,5.4,4,1,1,3,0,4,5,80.0,1,4,2,2,17,21,30,0,Matches,f86cabbd
2685,Cenk Tosun,tr TUR,MF,Everton,eng Premier League,30,1991,0.1,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,Matches,9a104dee
2686,Abdoulaye Touré,fr FRA,MF,Genoa,it Serie A,27,1994,4.8,12,4,3,8,1,5,11,45.5,6,6,1,5,4,16,6,0,Matches,ef7cd87a
2687,Almamy Touré,ml MLI,DFMF,Eint Frankfurt,de Bundesliga,25,1996,5.6,12,9,8,3,1,4,17,23.5,13,10,3,7,5,17,19,0,Matches,c8c60119
2688,Lucas Tousart,fr FRA,MF,Hertha BSC,de Bundesliga,24,1997,21.8,42,25,15,22,5,10,34,29.4,24,30,6,24,35,77,55,0,Matches,71ec39ef
2689,Yoann Touzghar,tn TUN,FW,Troyes,fr Ligue 1,34,1986,16.2,5,2,1,3,1,1,3,33.3,2,3,1,2,3,8,8,0,Matches,4e47507a
2690,Andros Townsend,eng ENG,MFFW,Everton,eng Premier League,30,1991,16.2,31,17,15,6,10,15,40,37.5,25,28,2,26,14,45,6,1,Matches,b28bbd58
2691,Adama Traoré,es ESP,FWMF,Wolves,eng Premier League,25,1996,11.9,8,3,6,0,2,3,7,42.9,4,4,1,3,2,10,1,0,Matches,9a28eba4
2692,Adama Traoré,es ESP,FW,Barcelona,es La Liga,25,1996,4.2,4,2,0,3,1,3,5,60.0,2,2,0,2,4,8,3,1,Matches,9a28eba4
2693,Amadou Traore,fr FRA,MF,Bordeaux,fr Ligue 1,19,2002,0.2,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,Matches,4eb0686f
2694,Bertrand Traoré,bf BFA,MFFW,Aston Villa,eng Premier League,25,1995,2.4,3,3,0,1,2,1,2,50.0,1,0,0,0,0,3,1,0,Matches,c47541e0
2695,Boubacar Traoré,ml MLI,MF,Metz,fr Ligue 1,19,2001,19.2,43,26,18,23,2,10,39,25.6,29,29,5,24,25,68,11,1,Matches,999ceb5f
2696,Charles Traore,ml MLI,DF,Nantes,fr Ligue 1,29,1992,8.0,16,12,10,4,2,2,13,15.4,11,11,4,7,15,31,30,0,Matches,de488e56
2697,Hamari Traoré,ml MLI,DF,Rennes,fr Ligue 1,29,1992,32.1,63,36,25,26,12,41,59,69.5,18,29,8,21,37,100,81,1,Matches,a4b1028a
2698,Ismaël Traoré,ci CIV,DF,Angers,fr Ligue 1,34,1986,35.7,28,17,16,11,1,13,28,46.4,15,25,17,8,44,72,122,1,Matches,b666421b
2699,Kevin Trapp,de GER,GK,Eint Frankfurt,de Bundesliga,31,1990,32.0,0,0,0,0,0,0,1,0.0,1,0,0,0,1,1,13,2,Matches,ce17b5eb
2700,Miguel Trauco,pe PER,DFMF,Saint-Étienne,fr Ligue 1,28,1992,12.4,25,18,16,8,1,12,22,54.5,10,13,4,9,23,48,17,0,Matches,e4b72e34
2701,Óscar Trejo,ar ARG,MF,Rayo Vallecano,es La Liga,33,1988,22.3,42,24,14,18,10,15,50,30.0,35,26,1,25,13,55,11,0,Matches,fc647b34
2702,Trézéguet,eg EGY,FW,Aston Villa,eng Premier League,26,1994,0.1,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,Matches,3ae14ed1
2703,Manu Trigueros,es ESP,MFFW,Villarreal,es La Liga,29,1991,24.2,45,25,16,18,11,23,66,34.8,43,19,3,16,13,58,17,0,Matches,963829d0
2704,Simone Trimboli,it ITA,MF,Sampdoria,it Serie A,19,2002,0.7,2,1,2,0,0,2,2,100.0,0,0,0,0,2,4,0,0,Matches,f5f21026
2705,Christopher Trimmel,at AUT,DFFW,Union Berlin,de Bundesliga,34,1987,22.1,49,30,25,19,5,26,45,57.8,19,20,3,17,34,83,75,0,Matches,056d2d95
2706,Francisco Trincão,pt POR,FWMF,Wolves,eng Premier League,21,1999,14.8,28,15,9,13,6,3,19,15.8,16,17,1,16,12,40,1,1,Matches,77e39b04
2707,Kieran Trippier,eng ENG,DF,Newcastle Utd,eng Premier League,30,1990,4.8,17,10,8,8,1,10,16,62.5,6,10,3,7,10,27,10,0,Matches,21512407
2708,Kieran Trippier,eng ENG,DFFW,Atlético Madrid,es La Liga,30,1990,10.8,22,12,12,5,5,12,21,57.1,9,12,1,11,10,32,11,0,Matches,21512407
2709,William Troost-Ekong,ng NGA,DF,Watford,eng Premier League,27,1993,15.4,18,9,11,6,1,10,15,66.7,5,24,14,10,7,25,82,1,Matches,7ed4921e
2710,Leandro Trossard,be BEL,FWMF,Brighton,eng Premier League,26,1994,31.2,34,20,12,9,13,4,31,12.9,27,33,4,29,15,49,10,0,Matches,38ceb24a
2711,Adrien Truffert,fr FRA,DF,Rennes,fr Ligue 1,19,2001,18.2,29,21,17,9,3,11,24,45.8,13,25,5,20,19,48,30,0,Matches,5d0e0a1f
2712,Philipp Tschauner,de GER,GK,RB Leipzig,de Bundesliga,35,1985,0.0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,Matches,73e2f6eb
2713,Kostas Tsimikas,gr GRE,DF,Liverpool,eng Premier League,25,1996,9.7,27,12,12,8,7,12,16,75.0,4,6,2,4,10,37,22,2,Matches,f315ca93
2714,Axel Tuanzebe,eng ENG,DF,Aston Villa,eng Premier League,23,1997,5.6,5,3,3,2,0,2,5,40.0,3,5,4,1,5,10,12,1,Matches,2baec6ce
2715,Axel Tuanzebe,eng ENG,DF,Napoli,it Serie A,23,1997,0.1,0,0,0,0,0,0,0,,0,1,1,0,0,0,0,0,Matches,2baec6ce
2716,Ozan Tufan,tr TUR,MF,Watford,eng Premier League,26,1995,3.7,3,2,1,1,1,1,5,20.0,4,2,0,2,2,5,4,0,Matches,17d45fb2
2717,Beñat Turrientes,es ESP,MF,Real Sociedad,es La Liga,19,2002,2.3,0,0,0,0,0,0,4,0.0,4,1,0,1,2,2,2,0,Matches,068f4dec
2718,Tuta,br BRA,DF,Eint Frankfurt,de Bundesliga,22,1999,24.3,46,28,20,22,4,26,47,55.3,21,43,15,28,41,87,76,1,Matches,35d64857
2719,Christos Tzolis,gr GRE,MFFW,Norwich City,eng Premier League,19,2002,3.7,5,3,3,1,1,2,9,22.2,7,3,0,3,1,6,1,0,Matches,9f333379
2720,Iyenoma Udogie,it ITA,DF,Udinese,it Serie A,18,2002,27.5,64,40,30,27,7,33,60,55.0,27,39,6,33,27,91,42,0,Matches,7cd520e8
2721,Matthieu Udol,fr FRA,DF,Metz,fr Ligue 1,25,1996,11.2,23,14,11,10,2,12,18,66.7,6,20,7,13,31,54,29,1,Matches,cc41f558
2722,Ike Ugbo,ca CAN,FW,Troyes,fr Ligue 1,22,1998,9.0,3,1,0,1,2,0,1,0.0,1,4,1,3,2,5,1,0,Matches,8a53d24b
2723,Chimuanya Ugochukwu,fr FRA,MF,Rennes,fr Ligue 1,17,2004,4.5,13,9,5,5,3,9,19,47.4,10,7,2,5,4,17,2,0,Matches,1df4a109
2724,Hwang Ui-jo,kr KOR,FW,Bordeaux,fr Ligue 1,28,1992,27.9,10,4,4,4,2,4,13,30.8,9,9,1,8,5,15,18,0,Matches,a2d873dd
2725,Anthony Ujah,ng NGA,FWMF,Union Berlin,de Bundesliga,30,1990,0.4,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,Matches,99be8fb5
2726,Maximilian Ullmann,at AUT,DF,Venezia,it Serie A,25,1996,2.7,0,0,0,0,0,0,1,0.0,1,4,0,4,2,2,7,0,Matches,caaf2ed1
2727,Sven Ulreich,de GER,GK,Bayern Munich,de Bundesliga,32,1988,6.0,0,0,0,0,0,0,0,,0,0,0,0,0,0,1,0,Matches,7d3e7da6
2728,Samuel Umtiti,fr FRA,DF,Barcelona,es La Liga,27,1993,1.0,2,2,2,0,0,1,2,50.0,1,1,1,0,0,2,4,0,Matches,3eed9821
2729,Enes Ünal,tr TUR,FW,Getafe,es La Liga,24,1997,31.1,37,22,2,18,17,5,42,11.9,37,25,5,20,5,42,36,0,Matches,f8eca1b6
2730,Cengiz Ünder,tr TUR,FWMF,Marseille,fr Ligue 1,24,1997,24.4,18,13,5,6,7,5,18,27.8,13,13,2,11,14,32,9,0,Matches,1880614f
2731,Dayot Upamecano,fr FRA,DF,Bayern Munich,de Bundesliga,22,1998,24.6,66,42,42,21,3,24,36,66.7,12,20,10,10,32,98,71,6,Matches,d248cd8f
2732,Benjamin Uphoff,de GER,GK,Freiburg,de Bundesliga,27,1993,2.0,0,0,0,0,0,0,0,,0,0,0,0,0,0,2,2,Matches,a9a6fc08
2733,Kacper Urbanski,pl POL,MF,Bologna,it Serie A,16,2004,0.5,3,2,1,2,0,2,2,100.0,0,2,0,2,0,3,0,0,Matches,2d9d9e42
2734,Jere Uronen,fi FIN,DF,Brest,fr Ligue 1,27,1994,9.8,28,15,15,10,3,14,24,58.3,10,12,3,9,16,44,21,0,Matches,d75f3980
2735,Mark Uth,de GER,MFFW,Köln,de Bundesliga,29,1991,22.5,32,20,9,14,9,15,49,30.6,34,27,1,26,14,46,13,0,Matches,a3ddb1b9
2736,Myrto Uzuni,al ALB,MFFW,Granada,es La Liga,26,1995,9.5,7,4,6,1,0,0,2,0.0,2,13,1,12,10,17,7,0,Matches,01da7812
2737,Antonio Vacca,it ITA,MF,Venezia,it Serie A,31,1990,11.8,36,20,24,10,2,14,36,38.9,22,16,8,8,20,56,16,0,Matches,444c89d9
2738,Álvaro Vadillo,es ESP,DFMF,Espanyol,es La Liga,26,1994,0.1,1,1,1,0,0,1,2,50.0,1,0,0,0,0,1,1,0,Matches,61b62b33
2739,Óscar Valentín,es ESP,MF,Rayo Vallecano,es La Liga,26,1994,28.5,102,53,46,51,5,44,105,41.9,61,56,10,46,39,141,43,0,Matches,592f3158
